duplicate_group_id,event_id,source,similarity_reason,duplicate_type,canonical_record,keep_for_training,notes
GRP-01380,EVT-IMCA-0809,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01381,EVT-IMCA-0810,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01382,EVT-IMCA-0811,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01383,EVT-IMCA-0812,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01384,EVT-IMCA-0813,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01385,EVT-IMCA-0814,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01386,EVT-IMCA-0815,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01387,EVT-IMCA-0816,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01388,EVT-IMCA-0817,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01389,EVT-IMCA-0818,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01390,EVT-IMCA-0819,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01391,EVT-IMCA-0820,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01392,EVT-IMCA-0821,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01393,EVT-IMCA-0822,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01394,EVT-IMCA-0823,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01395,EVT-IMCA-0824,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01396,EVT-IMCA-0825,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01397,EVT-IMCA-0826,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01398,EVT-IMCA-0827,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01399,EVT-IMCA-0828,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01400,EVT-IMCA-0829,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01401,EVT-IMCA-0830,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01402,EVT-IMCA-0831,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01403,EVT-IMCA-0832,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01404,EVT-IMCA-0833,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01405,EVT-IMCA-0834,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01406,EVT-IMCA-0835,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01407,EVT-IMCA-0836,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01408,EVT-IMCA-0837,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01409,EVT-IMCA-0838,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01410,EVT-IMCA-0839,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01411,EVT-IMCA-0840,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01412,EVT-IMCA-0841,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01413,EVT-IMCA-0842,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01414,EVT-IMCA-0843,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01415,EVT-IMCA-0844,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01416,EVT-IMCA-0845,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01417,EVT-IMCA-0846,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01418,EVT-IMCA-0847,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01419,EVT-IMCA-0848,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01420,EVT-IMCA-0849,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01421,EVT-IMCA-0850,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01422,EVT-IMCA-0851,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01423,EVT-IMCA-0852,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01424,EVT-IMCA-0853,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01425,EVT-IMCA-0854,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01426,EVT-IMCA-0855,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01427,EVT-IMCA-0856,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01428,EVT-IMCA-0857,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01429,EVT-IMCA-0858,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01430,EVT-IMCA-0859,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01431,EVT-IMCA-0860,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01432,EVT-IMCA-0861,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01433,EVT-IMCA-0862,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01434,EVT-IMCA-0863,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01435,EVT-IMCA-0864,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01436,EVT-IMCA-0865,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01437,EVT-IMCA-0866,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01438,EVT-IMCA-0867,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01439,EVT-IMCA-0868,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01440,EVT-IMCA-0869,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01441,EVT-IMCA-0870,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01442,EVT-IMCA-0871,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01443,EVT-IMCA-0872,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01444,EVT-IMCA-0873,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01445,EVT-IMCA-0874,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01446,EVT-IMCA-0875,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01447,EVT-IMCA-0876,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01448,EVT-IMCA-0877,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01449,EVT-IMCA-0878,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01450,EVT-IMCA-0879,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01451,EVT-IMCA-0880,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01452,EVT-IMCA-0881,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01453,EVT-IMCA-0882,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01454,EVT-IMCA-0883,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01455,EVT-IMCA-0884,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01456,EVT-IMCA-0885,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01457,EVT-IMCA-0886,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01458,EVT-IMCA-0887,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01459,EVT-IMCA-0888,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01460,EVT-IMCA-0889,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01461,EVT-IMCA-0890,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01462,EVT-IMCA-0891,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01463,EVT-IMCA-0892,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01464,EVT-IMCA-0893,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01465,EVT-IMCA-0894,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01466,EVT-IMCA-0895,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01467,EVT-IMCA-0896,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01468,EVT-IMCA-0897,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01469,EVT-IMCA-0898,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01470,EVT-IMCA-0899,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01471,EVT-IMCA-0900,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01472,EVT-IMCA-0901,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01473,EVT-IMCA-0902,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01474,EVT-IMCA-0903,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01475,EVT-IMCA-0904,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01476,EVT-IMCA-0905,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01477,EVT-IMCA-0906,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01478,EVT-IMCA-0907,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01479,EVT-IMCA-0908,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01480,EVT-IMCA-0909,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01481,EVT-IMCA-0910,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01482,EVT-IMCA-0911,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01483,EVT-IMCA-0912,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01484,EVT-IMCA-0913,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01485,EVT-IMCA-0914,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01486,EVT-IMCA-0915,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01487,EVT-IMCA-0916,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01488,EVT-IMCA-0917,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01489,EVT-IMCA-0918,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01490,EVT-IMCA-0919,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01491,EVT-IMCA-0920,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01492,EVT-IMCA-0921,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01493,EVT-IMCA-0922,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01494,EVT-IMCA-0923,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01495,EVT-IMCA-0924,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01496,EVT-IMCA-0925,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01497,EVT-IMCA-0926,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01498,EVT-IMCA-0927,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01499,EVT-IMCA-0928,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01500,EVT-IMCA-0929,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01501,EVT-IMCA-0930,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01502,EVT-IMCA-0931,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01503,EVT-IMCA-0932,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01504,EVT-IMCA-0933,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01505,EVT-IMCA-0934,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01506,EVT-IMCA-0935,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01507,EVT-IMCA-0936,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01508,EVT-IMCA-0937,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01509,EVT-IMCA-0938,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01510,EVT-IMCA-0939,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01511,EVT-IMCA-0940,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01512,EVT-IMCA-0941,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01513,EVT-IMCA-0942,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01514,EVT-IMCA-0943,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01515,EVT-IMCA-0944,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01516,EVT-IMCA-0945,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01517,EVT-IMCA-0946,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01518,EVT-IMCA-0947,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01519,EVT-IMCA-0948,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01520,EVT-IMCA-0949,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01521,EVT-IMCA-0950,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01522,EVT-IMCA-0951,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01523,EVT-IMCA-0952,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01524,EVT-IMCA-0953,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01525,EVT-IMCA-0954,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01526,EVT-IMCA-0955,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01527,EVT-IMCA-0956,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01528,EVT-IMCA-0957,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01529,EVT-IMCA-0958,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01530,EVT-IMCA-0959,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01531,EVT-IMCA-0960,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01532,EVT-IMCA-0961,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01533,EVT-IMCA-0962,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01534,EVT-IMCA-0963,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01535,EVT-IMCA-0964,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01536,EVT-IMCA-0965,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01537,EVT-IMCA-0966,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01538,EVT-IMCA-0967,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01539,EVT-IMCA-0968,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01540,EVT-IMCA-0969,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01541,EVT-IMCA-0970,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01542,EVT-IMCA-0971,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01543,EVT-IMCA-0972,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01544,EVT-IMCA-0973,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01545,EVT-IMCA-0974,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01546,EVT-IMCA-0975,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01547,EVT-IMCA-0976,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01548,EVT-IMCA-0977,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01549,EVT-IMCA-0978,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01550,EVT-IMCA-0979,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01551,EVT-IMCA-0980,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01552,EVT-IMCA-0981,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01553,EVT-IMCA-0982,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01554,EVT-IMCA-0983,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01555,EVT-IMCA-0984,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
