event_id,source_tier,dataset_tier,source_quality,extraction_quality,label_quality,overall_quality,has_document_sha256,has_energy,has_barriers,sif_label_type
"EVT-IMCA-0922","TIER_B_INDUSTRY","SILVER","HIGH","HIGH","MEDIUM","HIGH","true","true","false","DERIVED"
"EVT-IMCA-0923","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0924","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","true","UNKNOWN"
"EVT-IMCA-0925","TIER_B_INDUSTRY","SILVER","HIGH","HIGH","MEDIUM","HIGH","true","true","false","DERIVED"
"EVT-IMCA-0926","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0927","TIER_B_INDUSTRY","SILVER","HIGH","HIGH","MEDIUM","HIGH","true","true","true","DERIVED"
"EVT-IMCA-0928","TIER_B_INDUSTRY","SILVER","HIGH","HIGH","MEDIUM","HIGH","true","true","false","DERIVED"
"EVT-IMCA-0929","TIER_B_INDUSTRY","SILVER","HIGH","HIGH","MEDIUM","HIGH","true","true","false","DERIVED"
"EVT-IMCA-0930","TIER_B_INDUSTRY","SILVER","HIGH","HIGH","HIGH","HIGH","true","false","false","EXPLICIT"
"EVT-IMCA-0931","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0932","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0933","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0934","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0935","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-0936","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0937","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","true","UNKNOWN"
"EVT-IMCA-0938","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0939","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-0940","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-0941","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-0942","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-0943","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-0944","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0945","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0946","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-0947","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0948","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-0949","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","HIGH","MEDIUM","true","false","false","EXPLICIT"
"EVT-IMCA-0950","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-0951","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-0952","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","HIGH","MEDIUM","true","true","false","EXPLICIT"
"EVT-IMCA-0953","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-0954","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0955","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0956","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0957","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-0958","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0959","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0960","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0961","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-0962","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-0963","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0964","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0965","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","HIGH","MEDIUM","true","false","false","EXPLICIT"
"EVT-IMCA-0966","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0967","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0968","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","true","UNKNOWN"
"EVT-IMCA-0969","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-0970","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0971","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0972","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0973","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0974","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0975","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0976","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0977","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","HIGH","MEDIUM","true","true","false","EXPLICIT"
"EVT-IMCA-0978","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0979","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-0980","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-0981","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0982","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0983","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-0984","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-0985","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0986","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0987","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0988","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-0989","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0990","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-0991","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-0992","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0993","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0994","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","true","UNKNOWN"
"EVT-IMCA-0995","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0996","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0997","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-0998","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0999","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1000","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1001","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1002","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1003","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","HIGH","MEDIUM","true","true","false","EXPLICIT"
"EVT-IMCA-1004","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1005","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1006","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1007","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1008","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1009","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1010","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1011","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1012","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","UNKNOWN"
"EVT-IMCA-1013","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1014","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","true","DERIVED"
"EVT-IMCA-1015","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1016","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1017","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1018","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","HIGH","MEDIUM","true","false","false","EXPLICIT"
"EVT-IMCA-1019","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","HIGH","MEDIUM","true","true","false","EXPLICIT"
"EVT-IMCA-1020","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1021","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1022","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1023","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1024","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1025","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1026","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","HIGH","MEDIUM","true","false","false","EXPLICIT"
"EVT-IMCA-1027","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1028","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","HIGH","MEDIUM","true","true","false","EXPLICIT"
"EVT-IMCA-1029","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1030","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1031","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1032","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","true","UNKNOWN"
"EVT-IMCA-1033","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1034","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1035","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","HIGH","MEDIUM","true","false","false","EXPLICIT"
"EVT-IMCA-1036","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1037","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","HIGH","MEDIUM","true","false","false","EXPLICIT"
"EVT-IMCA-1038","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1039","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1040","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1041","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1042","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","HIGH","MEDIUM","true","true","false","EXPLICIT"
"EVT-IMCA-1043","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","HIGH","MEDIUM","true","false","false","EXPLICIT"
"EVT-IMCA-1044","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1045","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1046","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1047","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1048","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1049","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","true","DERIVED"
"EVT-IMCA-1050","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","HIGH","MEDIUM","true","true","false","EXPLICIT"
"EVT-IMCA-1051","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1052","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1053","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1054","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1055","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1056","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1057","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1058","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1059","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","HIGH","MEDIUM","true","true","false","EXPLICIT"
"EVT-IMCA-1060","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1061","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1062","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","true","UNKNOWN"
"EVT-IMCA-1063","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1064","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1065","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1066","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1067","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1068","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1069","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","HIGH","MEDIUM","true","true","false","EXPLICIT"
"EVT-IMCA-1070","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1071","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1072","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1073","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1074","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1075","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1076","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1077","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1078","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1079","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","HIGH","MEDIUM","true","true","false","EXPLICIT"
"EVT-IMCA-1080","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1081","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1082","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1083","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1084","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1085","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1086","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","HIGH","MEDIUM","true","false","false","EXPLICIT"
"EVT-IMCA-1087","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1088","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1089","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1090","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1091","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1092","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1093","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1094","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1095","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1096","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1097","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1098","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","true","UNKNOWN"
"EVT-IMCA-1099","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1100","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1101","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1102","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1103","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1104","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1105","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1106","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1107","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1108","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1109","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1110","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1111","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1112","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1113","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1114","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-1115","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","HIGH","MEDIUM","true","true","false","EXPLICIT"
"EVT-IMCA-1116","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-1117","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
